
.\Data\s18\s35.pgm;10318;9681;
.\Data\s18\s38.pgm;10318;10455;
.\Data\s18\s39.pgm;10318;10750;
.\Data\s18\s40.pgm;10318;9809;
.\Data\s18\s5.pgm;10318;9244;
.\Data\s18\s7.pgm;10318;10441;
.\Data\s18\s8.pgm;10318;10630;
.\Data\s18\s9.pgm;10318;10097;
.\Data\s21\1.pgm;10318;9332;
.\Data\s21\2.pgm;10318;9212;
.\Data\s21\3.pgm;10318;9119;
.\Data\s21\4.pgm;10318;9528;
.\Data\s21\5.pgm;10318;9458;
.\Data\s21\6.pgm;10318;9446;
.\Data\s21\7.pgm;10318;9434;
.\Data\s21\8.pgm;10318;9341;
.\Data\s21\9.pgm;10318;9324;
.\Data\s21\s1.pgm;10318;10931;
.\Data\s21\s10.pgm;10318;11566;
.\Data\s21\s11.pgm;10318;10925;
.\Data\s21\s15.pgm;10318;9454;
.\Data\s21\s16.pgm;10318;10122;
.\Data\s21\s18.pgm;10318;10604;
.\Data\s21\s21.pgm;10318;9390;
.\Data\s21\s23.pgm;10318;10338;
.\Data\s21\s24.pgm;10318;9614;
.\Data\s21\s26.pgm;10318;10324;
.\Data\s21\s29.pgm;10318;9393;
.\Data\s21\s3.pgm;10318;10406;
.\Data\s21\s30.pgm;10318;9633;
.\Data\s21\s32.pgm;10318;10311;
.\Data\s21\s33.pgm;10318;9503;
.\Data\s21\s35.pgm;10318;10331;
.\Data\s21\s38.pgm;10318;10186;
.\Data\s21\s39.pgm;10318;9611;
.\Data\s21\s40.pgm;10318;10124;
.\Data\s21\s5.pgm;10318;10555;
.\Data\s21\s7.pgm;10318;10409;
.\Data\s21\s8.pgm;10318;11626;
.\Data\s21\s9.pgm;10318;10419;
.\Data\s23\1.pgm;10318;9741;
.\Data\s23\2.pgm;10318;9637;
.\Data\s23\3.pgm;10318;9623;
.\Data\s23\4.pgm;10318;9512;
.\Data\s23\5.pgm;10318;9507;
.\Data\s23\6.pgm;10318;9492;
.\Data\s23\7.pgm;10318;9497;
.\Data\s23\8.pgm;10318;9673;
.\Data\s23\9.pgm;10318;9687;
.\Data\s23\s1.pgm;10318;10139;
.\Data\s23\s10.pgm;10318;10594;
.\Data\s23\s11.pgm;10318;10484;
.\Data\s23\s15.pgm;10318;9461;
.\Data\s23\s16.pgm;10318;9993;
.\Data\s23\s18.pgm;10318;9720;
.\Data\s23\s21.pgm;10318;9605;
.\Data\s23\s23.pgm;10318;9700;
.\Data\s23\s24.pgm;10318;9876;
.\Data\s23\s26.pgm;10318;9626;
.\Data\s23\s29.pgm;10318;9570;
.\Data\s23\s3.pgm;10318;9794;
.\Data\s23\s30.pgm;10318;9830;
.\Data\s23\s32.pgm;10318;10043;
.\Data\s23\s33.pgm;10318;9661;
.\Data\s23\s35.pgm;10318;9659;
.\Data\s23\s38.pgm;10318;9874;
.\Data\s23\s39.pgm;10318;9680;
.\Data\s23\s40.pgm;10318;9674;
.\Data\s23\s5.pgm;10318;9665;
.\Data\s23\s7.pgm;10318;9691;
.\Data\s23\s8.pgm;10318;10317;
.\Data\s23\s9.pgm;10318;9852;
.\Data\s24\1.pgm;10318;9152;
.\Data\s24\10.pgm;10318;9678;
.\Data\s24\2.pgm;10318;9148;
.\Data\s24\3.pgm;10318;9476;
.\Data\s24\4.pgm;10318;9538;
.\Data\s24\5.pgm;10318;9535;
.\Data\s24\6.pgm;10318;9238;
.\Data\s24\8.pgm;10318;9223;
.\Data\s24\9.pgm;10318;9553;
.\Data\s24\s1.pgm;10318;10591;
.\Data\s24\s10.pgm;10318;11288;
.\Data\s24\s11.pgm;10318;10417;
.\Data\s24\s15.pgm;10318;9862;
.\Data\s24\s16.pgm;10318;9794;
.\Data\s24\s18.pgm;10318;10781;
.\Data\s24\s21.pgm;10318;9659;
.\Data\s24\s23.pgm;10318;10506;
.\Data\s24\s24.pgm;10318;9152;
.\Data\s24\s26.pgm;10318;10433;
.\Data\s24\s29.pgm;10318;9609;
.\Data\s24\s3.pgm;10318;10401;
.\Data\s24\s30.pgm;10318;9650;
.\Data\s24\s32.pgm;10318;10062;
.\Data\s24\s33.pgm;10318;9603;
.\Data\s24\s35.pgm;10318;10402;
.\Data\s24\s38.pgm;10318;10177;
.\Data\s24\s39.pgm;10318;9923;
.\Data\s24\s40.pgm;10318;10072;
.\Data\s24\s5.pgm;10318;10579;
.\Data\s24\s7.pgm;10318;10547;
.\Data\s24\s8.pgm;10318;11472;
.\Data\s24\s9.pgm;10318;10307;
.\Data\s26\1.pgm;10318;9742;
.\Data\s26\10.pgm;10318;9612;
.\Data\s26\2.pgm;10318;9586;
.\Data\s26\3.pgm;10318;9590;
.\Data\s26\4.pgm;10318;9626;
.\Data\s26\5.pgm;10318;9646;
.\Data\s26\6.pgm;10318;9589;
.\Data\s26\7.pgm;10318;9554;
.\Data\s26\8.pgm;10318;9528;
.\Data\s26\s1.pgm;10318;9959;
.\Data\s26\s10.pgm;10318;10479;
.\Data\s26\s11.pgm;10318;10471;
.\Data\s26\s15.pgm;10318;9522;
.\Data\s26\s16.pgm;10318;9962;
.\Data\s26\s18.pgm;10318;9596;
.\Data\s26\s21.pgm;10318;9763;
.\Data\s26\s23.pgm;10318;9784;
.\Data\s26\s24.pgm;10318;9843;
.\Data\s26\s26.pgm;10318;9555;
.\Data\s26\s29.pgm;10318;9779;
.\Data\s26\s3.pgm;10318;9739;
.\Data\s26\s30.pgm;10318;9906;
.\Data\s26\s32.pgm;10318;9948;
.\Data\s26\s33.pgm;10318;9851;
.\Data\s26\s35.pgm;10318;9578;
.\Data\s26\s38.pgm;10318;9887;
.\Data\s26\s39.pgm;10318;9951;
.\Data\s26\s40.pgm;10318;9605;
.\Data\s26\s5.pgm;10318;9482;
.\Data\s26\s7.pgm;10318;9829;
.\Data\s26\s8.pgm;10318;10211;
.\Data\s26\s9.pgm;10318;9767;
.\Data\s29\1.pgm;10318;9078;
.\Data\s29\2.pgm;10318;8979;
.\Data\s29\3.pgm;10318;8926;
.\Data\s29\4.pgm;10318;9621;
.\Data\s29\5.pgm;10318;9603;
.\Data\s29\6.pgm;10318;9556;
.\Data\s29\7.pgm;10318;9449;
.\Data\s29\8.pgm;10318;9500;
.\Data\s29\9.pgm;10318;9122;
.\Data\s29\s1.pgm;10318;11226;
.\Data\s29\s10.pgm;10318;11819;
.\Data\s29\s11.pgm;10318;10863;
.\Data\s29\s15.pgm;10318;9690;
.\Data\s29\s16.pgm;10318;10420;
.\Data\s29\s18.pgm;10318;11323;
.\Data\s29\s21.pgm;10318;9594;
.\Data\s29\s23.pgm;10318;10749;
.\Data\s29\s24.pgm;10318;9749;
.\Data\s29\s26.pgm;10318;10597;
.\Data\s29\s29.pgm;10318;9127;
.\Data\s29\s3.pgm;10318;10667;
.\Data\s29\s30.pgm;10318;9661;
.\Data\s29\s32.pgm;10318;10480;
.\Data\s29\s33.pgm;10318;9333;
.\Data\s29\s35.pgm;10318;10630;
.\Data\s29\s38.pgm;10318;10142;
.\Data\s29\s39.pgm;10318;9484;
.\Data\s29\s40.pgm;10318;10255;
.\Data\s29\s5.pgm;10318;10954;
.\Data\s29\s7.pgm;10318;10689;
.\Data\s29\s8.pgm;10318;12189;
.\Data\s29\s9.pgm;10318;10507;
.\Data\s3\1.pgm;10318;9659;
.\Data\s3\2.pgm;10318;9580;
.\Data\s3\3.pgm;10318;9581;
.\Data\s3\4.pgm;10318;9597;
.\Data\s3\5.pgm;10318;9601;
.\Data\s3\6.pgm;10318;9755;
.\Data\s3\7.pgm;10318;9775;
.\Data\s3\8.pgm;10318;9747;
.\Data\s3\9.pgm;10318;9715;
.\Data\s3\s1.pgm;10318;10004;
.\Data\s3\s10.pgm;10318;10190;
.\Data\s3\s11.pgm;10318;10252;
.\Data\s3\s15.pgm;10318;9523;
.\Data\s3\s16.pgm;10318;9994;
.\Data\s3\s18.pgm;10318;9694;
.\Data\s3\s21.pgm;10318;9724;
.\Data\s3\s23.pgm;10318;9830;
.\Data\s3\s24.pgm;10318;9840;
.\Data\s3\s26.pgm;10318;9605;
.\Data\s3\s29.pgm;10318;9570;
.\Data\s3\s3.pgm;10318;9713;
.\Data\s3\s30.pgm;10318;9798;
.\Data\s3\s32.pgm;10318;9883;
.\Data\s3\s33.pgm;10318;9712;
.\Data\s3\s35.pgm;10318;9612;
.\Data\s3\s38.pgm;10318;9724;
.\Data\s3\s39.pgm;10318;9770;
.\Data\s3\s40.pgm;10318;9604;
.\Data\s3\s5.pgm;10318;9563;
.\Data\s3\s7.pgm;10318;9886;
.\Data\s3\s8.pgm;10318;10122;
.\Data\s3\s9.pgm;10318;9750;
.\Data\s30\1.pgm;10318;9589;
.\Data\s30\2.pgm;10318;9468;
.\Data\s30\3.pgm;10318;9500;
.\Data\s30\4.pgm;10318;9404;
.\Data\s30\5.pgm;10318;9383;
.\Data\s30\6.pgm;10318;9492;
.\Data\s30\7.pgm;10318;9349;
.\Data\s30\8.pgm;10318;9359;
.\Data\s30\9.pgm;10318;9443;
.\Data\s30\s1.pgm;10318;11026;
.\Data\s30\s10.pgm;10318;11213;
.\Data\s30\s11.pgm;10318;10552;
.\Data\s30\s15.pgm;10318;9617;
.\Data\s30\s16.pgm;10318;10311;
.\Data\s30\s18.pgm;10318;10743;
.\Data\s30\s21.pgm;10318;9563;
.\Data\s30\s23.pgm;10318;10478;
.\Data\s30\s24.pgm;10318;9502;
.\Data\s30\s26.pgm;10318;10397;
.\Data\s30\s29.pgm;10318;9376;
.\Data\s30\s3.pgm;10318;10451;
.\Data\s30\s30.pgm;10318;9513;
.\Data\s30\s32.pgm;10318;10155;
.\Data\s30\s33.pgm;10318;9455;
.\Data\s30\s35.pgm;10318;10473;
.\Data\s30\s38.pgm;10318;10074;
.\Data\s30\s39.pgm;10318;9561;
.\Data\s30\s40.pgm;10318;10161;
.\Data\s30\s5.pgm;10318;10733;
.\Data\s30\s7.pgm;10318;10683;
.\Data\s30\s8.pgm;10318;11443;
.\Data\s30\s9.pgm;10318;10360;
.\Data\s32\1.pgm;10318;9699;
.\Data\s32\2.pgm;10318;9628;
.\Data\s32\3.pgm;10318;9593;
.\Data\s32\4.pgm;10318;9590;
.\Data\s32\5.pgm;10318;9592;
.\Data\s32\6.pgm;10318;9689;
.\Data\s32\7.pgm;10318;9708;
.\Data\s32\8.pgm;10318;9618;
.\Data\s32\9.pgm;10318;9621;
.\Data\s32\s1.pgm;10318;9765;
.\Data\s32\s10.pgm;10318;10202;
.\Data\s32\s11.pgm;10318;10198;
.\Data\s32\s15.pgm;10318;9776;
.\Data\s32\s16.pgm;10318;9864;
.\Data\s32\s18.pgm;10318;9679;
.\Data\s32\s21.pgm;10318;9984;
.\Data\s32\s23.pgm;10318;10109;
.\Data\s32\s24.pgm;10318;9651;
.\Data\s32\s26.pgm;10318;9874;
.\Data\s32\s29.pgm;10318;10202;
.\Data\s32\s3.pgm;10318;9957;
.\Data\s32\s30.pgm;10318;9908;
.\Data\s32\s32.pgm;10318;9660;
.\Data\s32\s33.pgm;10318;10176;
.\Data\s32\s35.pgm;10318;9812;
.\Data\s32\s38.pgm;10318;9994;
.\Data\s32\s39.pgm;10318;10311;
.\Data\s32\s40.pgm;10318;9712;
.\Data\s32\s5.pgm;10318;9561;
.\Data\s32\s7.pgm;10318;10401;
.\Data\s32\s8.pgm;10318;10225;
.\Data\s32\s9.pgm;10318;9904;
.\Data\s33\1.pgm;10318;9314;
.\Data\s33\2.pgm;10318;9314;
.\Data\s33\3.pgm;10318;9249;
.\Data\s33\4.pgm;10318;9294;
.\Data\s33\5.pgm;10318;9537;
.\Data\s33\6.pgm;10318;9478;
.\Data\s33\7.pgm;10318;9465;
.\Data\s33\8.pgm;10318;9433;
.\Data\s33\9.pgm;10318;9413;
.\Data\s33\s1.pgm;10318;11247;
.\Data\s33\s10.pgm;10318;11435;
.\Data\s33\s11.pgm;10318;10580;
.\Data\s33\s15.pgm;10318;9696;
.\Data\s33\s16.pgm;10318;10528;
.\Data\s33\s18.pgm;10318;10965;
.\Data\s33\s21.pgm;10318;9616;
.\Data\s33\s23.pgm;10318;10495;
.\Data\s33\s24.pgm;10318;9639;
.\Data\s33\s26.pgm;10318;10440;
.\Data\s33\s29.pgm;10318;9221;
.\Data\s33\s3.pgm;10318;10547;
.\Data\s33\s30.pgm;10318;9636;
.\Data\s33\s32.pgm;10318;10350;
.\Data\s33\s33.pgm;10318;9327;
.\Data\s33\s35.pgm;10318;10575;
.\Data\s33\s38.pgm;10318;10139;
.\Data\s33\s39.pgm;10318;9434;
.\Data\s33\s40.pgm;10318;10264;
.\Data\s33\s5.pgm;10318;10865;
.\Data\s33\s7.pgm;10318;10594;
.\Data\s33\s8.pgm;10318;11639;
.\Data\s33\s9.pgm;10318;10472;
.\Data\s35\1.pgm;10318;9595;
.\Data\s35\10.pgm;10318;9649;
.\Data\s35\2.pgm;10318;9526;
.\Data\s35\3.pgm;10318;9476;
.\Data\s35\4.pgm;10318;9520;
.\Data\s35\5.pgm;10318;9608;
.\Data\s35\6.pgm;10318;9578;
.\Data\s35\7.pgm;10318;9562;
.\Data\s35\9.pgm;10318;9563;
.\Data\s35\s1.pgm;10318;9990;
.\Data\s35\s10.pgm;10318;10784;
.\Data\s35\s11.pgm;10318;10845;
.\Data\s35\s15.pgm;10318;9413;
.\Data\s35\s16.pgm;10318;10003;
.\Data\s35\s18.pgm;10318;9644;
.\Data\s35\s21.pgm;10318;9694;
.\Data\s35\s23.pgm;10318;9900;
.\Data\s35\s24.pgm;10318;9834;
.\Data\s35\s26.pgm;10318;9640;
.\Data\s35\s29.pgm;10318;9784;
.\Data\s35\s3.pgm;10318;9815;
.\Data\s35\s30.pgm;10318;9924;
.\Data\s35\s32.pgm;10318;10037;
.\Data\s35\s33.pgm;10318;9958;
.\Data\s35\s35.pgm;10318;9554;
.\Data\s35\s38.pgm;10318;9992;
.\Data\s35\s39.pgm;10318;10013;
.\Data\s35\s40.pgm;10318;9618;
.\Data\s35\s5.pgm;10318;9390;
.\Data\s35\s7.pgm;10318;9975;
.\Data\s35\s8.pgm;10318;10542;
.\Data\s35\s9.pgm;10318;9818;
.\Data\s38\1.pgm;10318;9757;
.\Data\s38\2.pgm;10318;9793;
.\Data\s38\3.pgm;10318;9702;
.\Data\s38\4.pgm;10318;9675;
.\Data\s38\5.pgm;10318;9722;
.\Data\s38\6.pgm;10318;9703;
.\Data\s38\7.pgm;10318;9701;
.\Data\s38\8.pgm;10318;9678;
.\Data\s38\9.pgm;10318;9717;
.\Data\s38\s1.pgm;10318;10016;
.\Data\s38\s10.pgm;10318;10144;
.\Data\s38\s11.pgm;10318;10022;
.\Data\s38\s15.pgm;10318;9694;
.\Data\s38\s16.pgm;10318;9871;
.\Data\s38\s18.pgm;10318;9990;
.\Data\s38\s21.pgm;10318;9753;
.\Data\s38\s23.pgm;10318;9869;
.\Data\s38\s26.pgm;10318;9714;
.\Data\s38\s29.pgm;10318;9671;
.\Data\s38\s3.pgm;10318;9791;
.\Data\s38\s30.pgm;10318;9724;
.\Data\s38\s32.pgm;10318;9885;
.\Data\s38\s33.pgm;10318;9715;
.\Data\s38\s38.pgm;10318;9718;
.\Data\s38\s39.pgm;10318;9710;
.\Data\s38\s40.pgm;10318;9740;
.\Data\s38\s5.pgm;10318;9768;
.\Data\s38\s7.pgm;10318;9945;
.\Data\s38\s8.pgm;10318;10302;
.\Data\s38\s9.pgm;10318;9724;
.\Data\s40\1.pgm;10318;9578;
.\Data\s40\10.pgm;10318;9488;
.\Data\s40\2.pgm;10318;9527;
.\Data\s40\3.pgm;10318;9474;
.\Data\s40\4.pgm;10318;9550;
.\Data\s40\5.pgm;10318;9479;
.\Data\s40\6.pgm;10318;9500;
.\Data\s40\7.pgm;10318;9468;
.\Data\s40\9.pgm;10318;9518;
.\Data\s40\s1.pgm;10318;10029;
.\Data\s40\s10.pgm;10318;10768;
.\Data\s40\s11.pgm;10318;10886;
.\Data\s40\s15.pgm;10318;9438;
.\Data\s40\s16.pgm;10318;10064;
.\Data\s40\s18.pgm;10318;9583;
.\Data\s40\s21.pgm;10318;9794;
.\Data\s40\s23.pgm;10318;9943;
.\Data\s40\s24.pgm;10318;9828;
.\Data\s40\s26.pgm;10318;9651;
.\Data\s40\s29.pgm;10318;9876;
.\Data\s40\s3.pgm;10318;9886;
.\Data\s40\s30.pgm;10318;10013;
.\Data\s40\s32.pgm;10318;10012;
.\Data\s40\s33.pgm;10318;10014;
.\Data\s40\s35.pgm;10318;9584;
.\Data\s40\s38.pgm;10318;10023;
.\Data\s40\s39.pgm;10318;10146;
.\Data\s40\s40.pgm;10318;9545;
.\Data\s40\s5.pgm;10318;9329;
.\Data\s40\s7.pgm;10318;10128;
.\Data\s40\s8.pgm;10318;10519;
.\Data\s40\s9.pgm;10318;9897;
.\Data\s5\1.pgm;10318;9366;
.\Data\s5\2.pgm;10318;9314;
.\Data\s5\3.pgm;10318;9256;
.\Data\s5\4.pgm;10318;9252;
.\Data\s5\5.pgm;10318;9382;
.\Data\s5\6.pgm;10318;9316;
.\Data\s5\7.pgm;10318;9284;
.\Data\s5\8.pgm;10318;9299;
.\Data\s5\9.pgm;10318;9243;
.\Data\s5\s1.pgm;10318;10429;
.\Data\s5\s10.pgm;10318;11856;
.\Data\s5\s11.pgm;10318;12360;
.\Data\s5\s15.pgm;10318;9490;
.\Data\s5\s16.pgm;10318;10627;
.\Data\s5\s18.pgm;10318;9529;
.\Data\s5\s21.pgm;10318;10112;
.\Data\s5\s23.pgm;10318;10384;
.\Data\s5\s24.pgm;10318;10407;
.\Data\s5\s26.pgm;10318;9888;
.\Data\s5\s29.pgm;10318;10531;
.\Data\s5\s3.pgm;10318;10208;
.\Data\s5\s30.pgm;10318;10611;
.\Data\s5\s32.pgm;10318;10601;
.\Data\s5\s33.pgm;10318;10792;
.\Data\s5\s35.pgm;10318;9676;
.\Data\s5\s38.pgm;10318;10711;
.\Data\s5\s39.pgm;10318;10960;
.\Data\s5\s40.pgm;10318;9850;
.\Data\s5\s5.pgm;10318;9217;
.\Data\s5\s7.pgm;10318;10494;
.\Data\s5\s8.pgm;10318;11047;
.\Data\s5\s9.pgm;10318;10272;
.\Data\s7\1.pgm;10318;9625;
.\Data\s7\10.pgm;10318;9866;
.\Data\s7\2.pgm;10318;9627;
.\Data\s7\3.pgm;10318;9617;
.\Data\s7\4.pgm;10318;9761;
.\Data\s7\5.pgm;10318;9783;
.\Data\s7\6.pgm;10318;9577;
.\Data\s7\7.pgm;10318;9579;
.\Data\s7\9.pgm;10318;9595;
.\Data\s7\s1.pgm;10318;10076;
.\Data\s7\s10.pgm;10318;10539;
.\Data\s7\s11.pgm;10318;10394;
.\Data\s7\s15.pgm;10318;9795;
.\Data\s7\s16.pgm;10318;9918;
.\Data\s7\s18.pgm;10318;9884;
.\Data\s7\s21.pgm;10318;9766;
.\Data\s7\s23.pgm;10318;9726;
.\Data\s7\s24.pgm;10318;10005;
.\Data\s7\s26.pgm;10318;9805;
.\Data\s7\s29.pgm;10318;9754;
.\Data\s7\s3.pgm;10318;9877;
.\Data\s7\s30.pgm;10318;10019;
.\Data\s7\s32.pgm;10318;10231;
.\Data\s7\s33.pgm;10318;9842;
.\Data\s7\s35.pgm;10318;9813;
.\Data\s7\s38.pgm;10318;10061;
.\Data\s7\s39.pgm;10318;9868;
.\Data\s7\s40.pgm;10318;9932;
.\Data\s7\s5.pgm;10318;9901;
.\Data\s7\s7.pgm;10318;9487;
.\Data\s7\s8.pgm;10318;10190;
.\Data\s7\s9.pgm;10318;9995;
.\Data\s8\1.pgm;10318;9771;
.\Data\s8\2.pgm;10318;9646;
.\Data\s8\3.pgm;10318;9817;
.\Data\s8\4.pgm;10318;9697;
.\Data\s8\5.pgm;10318;9694;
.\Data\s8\6.pgm;10318;9682;
