
.\Data\s18\1.pgm;sizeOrigin:;10318;sizeDestino:;9006;
.\Data\s18\2.pgm;sizeOrigin:;10318;sizeDestino:;8342;
.\Data\s18\3.pgm;sizeOrigin:;10318;sizeDestino:;8075;
.\Data\s18\4.pgm;sizeOrigin:;10318;sizeDestino:;8118;
.\Data\s18\5.pgm;sizeOrigin:;10318;sizeDestino:;7842;
.\Data\s18\6.pgm;sizeOrigin:;10318;sizeDestino:;7784;
.\Data\s18\7.pgm;sizeOrigin:;10318;sizeDestino:;7716;
.\Data\s18\8.pgm;sizeOrigin:;10318;sizeDestino:;7648;
.\Data\s18\9.pgm;sizeOrigin:;10318;sizeDestino:;7597;
.\Data\s18\s1.pgm;sizeOrigin:;10318;sizeDestino:;12670;
.\Data\s18\s10.pgm;sizeOrigin:;10318;sizeDestino:;13585;
.\Data\s18\s11.pgm;sizeOrigin:;10318;sizeDestino:;13839;
.\Data\s18\s15.pgm;sizeOrigin:;10318;sizeDestino:;11044;
.\Data\s18\s16.pgm;sizeOrigin:;10318;sizeDestino:;12894;
.\Data\s18\s18.pgm;sizeOrigin:;10318;sizeDestino:;11572;
.\Data\s18\s21.pgm;sizeOrigin:;10318;sizeDestino:;11618;
.\Data\s18\s23.pgm;sizeOrigin:;10318;sizeDestino:;11838;
.\Data\s18\s24.pgm;sizeOrigin:;10318;sizeDestino:;12847;
.\Data\s18\s26.pgm;sizeOrigin:;10318;sizeDestino:;11648;
.\Data\s18\s29.pgm;sizeOrigin:;10318;sizeDestino:;11689;
.\Data\s18\s3.pgm;sizeOrigin:;10318;sizeDestino:;12152;
.\Data\s18\s30.pgm;sizeOrigin:;10318;sizeDestino:;12139;
.\Data\s18\s32.pgm;sizeOrigin:;10318;sizeDestino:;12607;
.\Data\s18\s33.pgm;sizeOrigin:;10318;sizeDestino:;12054;
.\Data\s18\s35.pgm;sizeOrigin:;10318;sizeDestino:;11590;
.\Data\s18\s38.pgm;sizeOrigin:;10318;sizeDestino:;12187;
.\Data\s18\s39.pgm;sizeOrigin:;10318;sizeDestino:;11322;
.\Data\s18\s40.pgm;sizeOrigin:;10318;sizeDestino:;11906;
.\Data\s18\s5.pgm;sizeOrigin:;10318;sizeDestino:;11909;
.\Data\s18\s7.pgm;sizeOrigin:;10318;sizeDestino:;12057;
.\Data\s18\s8.pgm;sizeOrigin:;10318;sizeDestino:;13112;
.\Data\s18\s9.pgm;sizeOrigin:;10318;sizeDestino:;12199;
